,name,github_id,npm_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,demo_url,github_release_downloads,trending,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
10,cypress,cypress-io/cypress,cypress,,testing,https://github.com/cypress-io/cypress,https://github.com/cypress-io/cypress,MIT,2015-03-04 00:46:28.000,2021-12-09 15:02:13.000,2021-12-08 22:27:19.000,2085,1934.0,7226.0,35006,16117.0,2021-12-04 01:16:57.000,9.1.1,149.0,"Fast, easy and reliable testing for anything that runs in a browser.",326522.0,318516.0,321,39,https://www.npmjs.com/package/cypress,2021-12-04 01:05:49.946,8006.0,13612370.0,13612370.0,True,1,,,,,,,,,
11,Bootstrap React,react-bootstrap/react-bootstrap,react-bootstrap,"['bootstrap""']",ui-frameworks,https://github.com/react-bootstrap/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,MIT,2013-12-27 19:06:07.000,2021-12-09 07:28:55.000,2021-12-01 01:12:58.000,3226,162.0,3069.0,20234,4228.0,2021-12-01 01:14:04.000,2.0.3,183.0,Bootstrap components built with React.,682363.0,623521.0,460,39,https://www.npmjs.com/package/react-bootstrap,2021-12-01 01:13:21.010,58842.0,4008822.0,4009388.0,True,1,,50445.0,,,,,,,
12,winston,winstonjs/winston,winston,,utils,https://github.com/winstonjs/winston,https://github.com/winstonjs/winston,MIT,2010-12-29 18:49:51.000,2021-11-13 06:22:26.000,2021-09-22 05:16:48.000,1530,377.0,899.0,18129,1357.0,2020-06-23 22:31:38.000,3.3.3,83.0,A logger for just about everything.,553290.0,434308.0,344,39,https://www.npmjs.com/package/winston,2020-06-23 22:31:24.942,118982.0,29290314.0,29290314.0,True,2,,,,,,,,,
13,preact,preactjs/preact,preact,,others,https://github.com/preactjs/preact,https://github.com/preactjs/preact,MIT,2015-09-11 02:40:18.000,2021-12-09 13:08:52.000,2021-12-08 13:10:09.000,1700,224.0,1309.0,30477,4939.0,2021-12-08 13:11:49.000,10.6.3,187.0,Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,77998.0,66476.0,287,38,https://www.npmjs.com/package/preact,2021-12-08 13:11:29.490,11522.0,3981646.0,3981646.0,True,1,,,1.0,,,,,,
14,react-hook-form,react-hook-form/react-hook-form,react-hook-form,,others,https://github.com/react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,MIT,2019-03-05 23:47:10.000,2021-12-09 01:58:10.062,2021-12-09 01:55:36.000,1179,8.0,2803.0,24556,3007.0,2021-12-06 06:45:05.000,7.21.0,898.0,React Hooks for form state management and validation (Web + React Native).,110338.0,110084.0,193,38,https://www.npmjs.com/package/react-hook-form,2021-12-09 01:58:10.062,254.0,5646168.0,5646168.0,True,1,,,,,,,,,
15,enzyme,enzymejs/enzyme,enzyme,,testing,https://github.com/enzymejs/enzyme,https://github.com/enzymejs/enzyme,MIT,2015-11-10 21:45:38.000,2021-10-13 19:02:18.000,2021-09-17 06:34:12.000,2083,282.0,1489.0,19781,1971.0,2019-12-20 00:08:40.725,3.11.0,54.0,JavaScript Testing utilities for React.,512929.0,410059.0,396,38,https://www.npmjs.com/package/enzyme,2019-12-20 00:08:40.725,102870.0,9795629.0,9795629.0,True,3,,,,,,,,,
16,SheetJS,SheetJS/sheetjs,xlsx,,file-handling,https://github.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,Apache-2.0,2012-12-03 19:25:52.000,2021-12-05 05:21:08.000,2021-12-05 05:19:25.000,7227,92.0,2024.0,28376,577.0,2021-11-14 05:16:28.581,0.17.4,163.0,SheetJS Community Edition -- Spreadsheet Data Toolkit.,94384.0,85626.0,171,37,https://www.npmjs.com/package/xlsx,2021-11-14 05:16:28.581,8758.0,6220581.0,6220581.0,True,1,,,,,,,,,
17,react-query,tannerlinsley/react-query,react-query,,data-fetching,https://github.com/tannerlinsley/react-query,https://github.com/tannerlinsley/react-query,MIT,2019-09-10 19:23:58.000,2021-12-08 21:22:44.000,2021-12-04 21:57:25.000,1257,30.0,804.0,24238,1407.0,2021-12-01 06:00:02.000,3.34.0,410.0,"Hooks for fetching, caching and updating asynchronous data in React.",32206.0,32196.0,399,37,https://www.npmjs.com/package/react-query,2021-12-07 08:00:45.815,10.0,3759634.0,3759634.0,True,1,,,,,,,,,
18,localForage,localForage/localForage,localforage,,state-management,https://github.com/localForage/localForage,https://github.com/localForage/localForage,Apache-2.0,2013-10-31 00:10:06.000,2021-11-26 06:45:02.000,2021-10-03 10:15:28.000,1139,211.0,488.0,19797,1122.0,2021-08-18 21:22:59.000,1.10.0,62.0,"Offline storage, improved. Wraps IndexedDB, WebSQL, or localStorage using a simple but powerful API.",214151.0,185691.0,111,37,https://www.npmjs.com/package/localforage,2021-08-18 21:22:08.980,28460.0,6019475.0,6019693.0,True,1,,20279.0,,,,,,,
19,Semantic UI React,Semantic-Org/Semantic-UI-React,semantic-ui-react,,ui-frameworks,https://github.com/Semantic-Org/Semantic-UI-React,https://github.com/Semantic-Org/Semantic-UI-React,MIT,2015-06-19 16:47:19.000,2021-10-28 11:26:01.000,2021-10-15 11:28:36.000,3789,148.0,2294.0,12553,3076.0,2021-09-24 10:35:28.000,2.0.4,148.0,The official Semantic-UI-React integration.,151883.0,134953.0,313,37,https://www.npmjs.com/package/semantic-ui-react,2021-01-20 19:57:11.349,16930.0,1093983.0,1093983.0,True,2,https://react.semantic-ui.com/elements/button/,,,,,,,,
20,loglevel,pimterry/loglevel,loglevel,,utils,https://github.com/pimterry/loglevel,https://github.com/pimterry/loglevel,MIT,2013-03-23 20:35:58.000,2021-11-18 12:58:28.369,2021-11-18 12:51:09.000,160,16.0,103.0,2125,289.0,2021-11-18 12:58:28.369,1.8.0,27.0,"Minimal lightweight logging for JavaScript, adding reliable log level methods to wrap any available console.log methods.",6165753.0,5586449.0,30,37,https://www.npmjs.com/package/loglevel,2021-11-18 12:58:28.369,579304.0,46388092.0,46388092.0,True,3,,,,,,,,,
21,bulma,jgthms/bulma,bulma,,ui-frameworks,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,MIT,2016-01-23 23:48:34.000,2021-12-06 20:27:37.000,2021-12-03 12:41:07.000,3820,352.0,2165.0,44725,1649.0,2021-06-18 17:45:30.000,0.9.3,59.0,Modern CSS framework based on Flexbox.,194085.0,173341.0,377,36,https://www.npmjs.com/package/bulma,2021-06-18 17:42:02.342,20744.0,822541.0,833883.0,True,2,,567112.0,,,,,,,
22,Styled Components,styled-components/styled-components,styled-components,,styling,https://github.com/styled-components/styled-components,https://github.com/styled-components/styled-components,MIT,2016-08-16 06:41:32.000,2021-11-30 22:05:57.000,2021-10-19 13:38:49.000,2182,50.0,2410.0,35414,,2021-10-19 13:37:20.000,5.3.3,291.0,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress.,929274.0,874962.0,316,36,https://www.npmjs.com/package/styled-components,2021-10-19 13:31:04.868,54312.0,14139095.0,14139095.0,True,2,,,,,,,,,
23,esbuild,evanw/esbuild,esbuild,,dev-tools,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild,MIT,2016-06-14 16:08:50.000,2021-12-07 15:11:29.000,2021-12-04 18:22:03.000,700,228.0,1361.0,29167,2683.0,2021-12-04 05:51:59.000,0.14.2,296.0,An extremely fast JavaScript and CSS bundler and minifier.,146551.0,146551.0,72,36,https://www.npmjs.com/package/esbuild,2021-12-04 05:51:36.050,0.0,9154184.0,9154184.0,True,2,,,,,,,,,
24,react-use,streamich/react-use,react-use,,others,https://github.com/streamich/react-use,https://github.com/streamich/react-use,Unlicense,2018-10-27 10:16:05.000,2021-12-09 08:18:06.000,2021-12-09 08:11:09.000,2012,410.0,207.0,26683,2908.0,2021-08-31 22:31:47.000,17.3.1,262.0,React Hooks.,20022.0,19514.0,183,36,https://www.npmjs.com/package/react-use,2021-08-31 22:31:44.123,508.0,3051705.0,3051705.0,True,2,,,,,,,,,
25,react-virtualized,bvaughn/react-virtualized,react-virtualized,,data-tables,https://github.com/bvaughn/react-virtualized,https://github.com/bvaughn/react-virtualized,MIT,2015-11-03 00:48:07.000,2021-11-28 08:49:22.000,2021-05-17 21:35:30.000,2845,435.0,707.0,22906,1984.0,2020-12-18 22:18:53.000,9.22.3,294.0,React components for efficiently rendering large lists and tabular data.,46438.0,40982.0,214,36,https://www.npmjs.com/package/react-virtualized,2018-06-01 16:00:52.806,5456.0,3829096.0,3829096.0,True,1,https://bvaughn.github.io/react-virtualized/#/components/List,,,,,,,,
26,Recharts,recharts/recharts,recharts,,data-viz,https://github.com/recharts/recharts,https://github.com/recharts/recharts,MIT,2015-08-07 06:50:27.000,2021-11-19 05:42:35.000,2021-11-19 05:42:35.000,1311,287.0,1990.0,17415,1885.0,2021-10-26 07:55:07.326,2.1.6,184.0,Redefined chart library built with React and D3.,69100.0,62096.0,228,36,https://www.npmjs.com/package/recharts,2021-10-26 07:55:07.326,7004.0,3156057.0,3156057.0,True,1,http://recharts.org/en-US/examples,,,,,,,,
27,react-table,tannerlinsley/react-table,react-table,,data-tables,https://github.com/tannerlinsley/react-table,https://github.com/tannerlinsley/react-table,MIT,2016-10-20 17:25:08.000,2021-12-07 15:00:28.000,2021-11-28 16:20:53.000,2153,224.0,1772.0,15675,1392.0,2021-04-25 22:58:23.000,7.7.0,216.0,Hooks for building fast and extendable tables and datagrids for React.,45662.0,42122.0,267,36,https://www.npmjs.com/package/react-table,2021-04-25 22:58:20.146,3540.0,3956876.0,3956876.0,True,1,,,,,,,,,
28,sweetalert2,sweetalert2/sweetalert2,sweetalert2,,other-components,https://github.com/sweetalert2/sweetalert2,https://github.com/sweetalert2/sweetalert2,MIT,2015-01-03 16:15:52.000,2021-12-08 10:31:37.000,2021-12-08 10:31:34.000,1403,6.0,1443.0,13890,2667.0,2021-12-05 13:23:05.000,11.3.0,593.0,"A beautiful, responsive, highly customizable and accessible (WAI-ARIA) replacement for JavaScript's popup boxes. Zero..",135839.0,128947.0,123,36,https://www.npmjs.com/package/sweetalert2,2021-12-05 13:22:41.210,6892.0,1544962.0,1550463.0,True,1,,99033.0,,,,,,,
29,react-slick,akiran/react-slick,react-slick,,other-components,https://github.com/akiran/react-slick,https://github.com/akiran/react-slick,MIT,2014-11-16 05:14:39.000,2021-12-01 08:20:15.000,2021-09-17 09:51:39.000,1914,410.0,1160.0,10045,1210.0,2021-03-08 05:01:08.649,0.28.1,114.0,React carousel component.,168714.0,150320.0,148,36,https://www.npmjs.com/package/react-slick,2021-03-08 05:01:08.649,18394.0,3477015.0,3477015.0,True,1,,,,,,,,,
30,React Dropzone,react-dropzone/react-dropzone,react-dropzone,,file-handling,https://github.com/react-dropzone/react-dropzone,https://github.com/react-dropzone/react-dropzone,MIT,2014-09-27 11:57:09.000,2021-10-23 19:14:13.000,2021-10-03 00:49:46.000,716,15.0,661.0,8632,560.0,2021-09-23 23:58:10.000,11.4.2,149.0,Simple HTML5 drag-drop zone with React.js.,90316.0,80000.0,170,36,https://www.npmjs.com/package/react-dropzone,2021-09-14 13:21:29.494,10316.0,7189052.0,7189052.0,True,2,https://react-dropzone.js.org/#section-basic-example,,,,,,,,
31,i18next,i18next/i18next,i18next,,utils,https://github.com/i18next/i18next,https://github.com/i18next/i18next,MIT,2011-12-16 12:37:42.000,2021-12-08 10:11:36.276,2021-12-08 10:11:14.000,573,2.0,1120.0,5957,1753.0,2021-12-08 10:11:36.276,21.6.0,343.0,i18next: learn once - translate everywhere.,79495.0,70105.0,210,36,https://www.npmjs.com/package/i18next,2021-12-08 10:11:36.276,9390.0,9349030.0,9349030.0,True,3,,,,,,,,,
32,log4js-node,log4js-node/log4js-node,log4js,,utils,https://github.com/log4js-node/log4js-node,https://github.com/log4js-node/log4js-node,Apache-2.0,2010-01-17 00:57:58.000,2021-11-11 10:57:32.000,2020-05-25 03:14:20.000,751,128.0,623.0,5181,1541.0,2020-05-24 23:01:08.195,6.3.0,134.0,A port of log4js to node.js.,1429812.0,1251842.0,159,36,https://www.npmjs.com/package/log4js,2020-05-24 23:01:08.195,177970.0,11562417.0,11562417.0,False,3,,,,,,,,,
33,Electron,electron/electron,electron,,desktop-apps,https://github.com/electron/electron,https://github.com/electron/electron,MIT,2013-04-12 01:47:36.000,2021-12-08 16:01:46.000,,12991,1472.0,,99270,,2021-12-03 04:05:13.818,16.0.4,653.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",46992.0,,777,35,https://www.npmjs.com/package/electron,2021-11-25 19:34:51.280,46992.0,2246737.0,2246737.0,True,1,,,,,,,,,
34,React Admin,marmelab/react-admin,react-admin,['material-ui'],admin-dashboards,https://github.com/marmelab/react-admin,https://github.com/marmelab/react-admin,MIT,2016-07-13 07:58:54.000,2021-12-09 07:30:07.000,2021-12-08 08:37:00.000,4052,153.0,3231.0,18461,11132.0,2021-12-07 16:13:06.000,3.19.3,187.0,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6,..",8438.0,7942.0,500,35,https://www.npmjs.com/package/react-admin,2021-12-07 16:09:41.605,496.0,210126.0,210126.0,True,1,https://marmelab.com/react-admin-demo/,,,,,,,,
35,lerna,lerna/lerna,lerna,,dev-tools,https://github.com/lerna/lerna,https://github.com/lerna/lerna,MIT,2015-12-04 09:36:55.000,2021-11-11 19:35:14.000,2021-06-02 22:46:25.000,2021,729.0,1480.0,30937,,2021-02-10 22:42:55.000,4.0.0,184.0,A tool for managing JavaScript projects with multiple packages.,131617.0,103455.0,280,34,https://www.npmjs.com/package/lerna,2021-02-10 22:42:31.218,28162.0,5226508.0,5226508.0,True,2,,,,,,,,,
36,react-beautiful-dnd,atlassian/react-beautiful-dnd,react-beautiful-dnd,,other-components,https://github.com/atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,Apache-2.0,2017-08-09 03:37:15.000,2021-12-09 08:36:12.000,2021-10-15 06:06:19.000,1918,476.0,993.0,25726,793.0,2021-03-21 23:46:09.000,13.1.0,93.0,Beautiful and accessible drag and drop for lists with React.,36512.0,34528.0,126,34,https://www.npmjs.com/package/react-beautiful-dnd,2021-03-21 23:24:40.308,1984.0,4402630.0,4402630.0,True,2,,,,,,,,,
37,react-testing-library,testing-library/react-testing-library,react-testing-library,,testing,https://github.com/testing-library/react-testing-library,https://github.com/testing-library/react-testing-library,MIT,2018-03-19 13:39:49.000,2021-12-06 13:40:37.000,2021-10-07 12:12:08.000,892,25.0,529.0,15578,,2021-10-03 13:19:49.000,12.1.2,100.0,Simple and complete React DOM testing utilities that encourage good testing practices.,3403682.0,3399050.0,166,34,https://www.npmjs.com/package/react-testing-library,2019-05-30 18:10:43.138,4632.0,356008.0,356008.0,True,3,,,,,,,,,
38,tinymce,tinymce/tinymce,tinymce,,editors,https://github.com/tinymce/tinymce,https://github.com/tinymce/tinymce,LGPL-2.1,2010-01-11 14:46:42.000,2021-12-09 13:44:26.000,2021-12-09 06:43:57.000,1857,868.0,4652.0,10148,24803.0,2021-11-17 04:34:14.764,5.10.2,142.0,"The world's #1 JavaScript library for rich text editing. Available for React, Vue and Angular.",3385.0,377.0,300,34,https://www.npmjs.com/package/tinymce,2021-11-17 04:34:14.764,3008.0,1069743.0,1069743.0,False,1,,,,,,,,,
39,React-Toastify,fkhadra/react-toastify,react-toastify,,notifications,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2021-11-03 18:52:26.000,2021-11-03 18:51:28.000,413,40.0,449.0,8068,1090.0,2021-11-03 18:53:43.000,8.1.0,123.0,React notification made easy !.,138067.0,132131.0,71,34,https://www.npmjs.com/package/react-toastify,2021-11-03 18:52:17.547,5936.0,3536196.0,3536196.0,True,1,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,,
40,Draft JS,facebook/draft-js,draft-js,,editors,https://github.com/facebook/draft-js,https://github.com/facebook/draft-js,MIT,2016-02-19 20:18:26.000,2021-12-03 08:56:25.000,2021-12-03 08:56:18.000,2469,905.0,957.0,21154,,2020-08-17 16:40:16.000,0.11.7,32.0,A React framework for building text editors.,117896.0,99478.0,315,33,https://www.npmjs.com/package/draft-js,2020-08-17 16:36:23.849,18418.0,3079232.0,3079232.0,True,1,,,,,,,,,
41,umi,umijs/umi,umi,,cms-frameworks,https://github.com/umijs/umi,https://github.com/umijs/umi,MIT,2017-11-22 10:09:36.000,2021-12-09 07:59:31.668,2021-12-06 06:26:12.000,1927,350.0,4196.0,11676,4495.0,2021-09-28 05:56:20.000,3.5.20,526.0,Pluggable enterprise-level react application framework.,2082.0,868.0,317,33,https://www.npmjs.com/package/umi,2021-12-09 07:59:31.668,1214.0,127194.0,127194.0,True,3,,,,,,,,,
42,nivo,plouc/nivo,@nivo/core,,data-viz,https://github.com/plouc/nivo,https://github.com/plouc/nivo,MIT,2016-04-16 03:27:56.000,2021-11-26 17:10:33.000,2021-11-10 00:45:28.000,769,103.0,1095.0,9509,1572.0,2021-10-09 22:59:30.835,0.74.0,58.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1560.0,1258.0,160,33,https://www.npmjs.com/package/@nivo/core,2021-10-09 22:59:30.835,302.0,952686.0,952686.0,True,1,https://nivo.rocks/components/,,,,,,,,
43,ag-Grid,ag-grid/ag-grid,ag-grid-community,,data-tables,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,MIT,2014-12-23 16:20:14.000,2021-12-09 12:00:26.000,2021-12-09 12:00:08.000,1380,24.0,4274.0,7828,21406.0,2021-11-17 08:25:24.000,26.2.0,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1654.0,1008.0,132,33,https://www.npmjs.com/package/ag-grid-community,2021-11-17 08:19:18.490,646.0,1136664.0,1136664.0,True,2,,,,,,,,,
44,redux-toolkit,reduxjs/redux-toolkit,redux-toolkit,,state-management,https://github.com/reduxjs/redux-toolkit,https://github.com/reduxjs/redux-toolkit,MIT,2018-03-03 21:21:53.000,2021-12-08 20:56:54.000,2021-12-08 00:05:09.000,538,84.0,913.0,6808,1315.0,2021-10-05 02:15:16.000,1.6.2,63.0,"The official, opinionated, batteries-included toolset for efficient Redux development.",143905.0,143901.0,192,33,https://www.npmjs.com/package/redux-toolkit,2015-10-21 03:50:29.233,4.0,8331.0,8331.0,True,2,,,1.0,,,,,,
45,React Chartjs 2,reactchartjs/react-chartjs-2,react-chartjs-2,,data-viz,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,MIT,2016-05-06 22:01:08.000,2021-12-06 19:11:08.000,2021-12-06 09:09:22.000,897,122.0,510.0,4643,398.0,2021-11-22 20:38:25.000,4.0.0,74.0,"React components for Chart.js, the most popular charting library.",110458.0,103734.0,68,33,https://www.npmjs.com/package/react-chartjs-2,2021-11-22 20:36:55.002,6724.0,1911107.0,1911107.0,True,1,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,,
46,material-table,mbrn/material-table,material-table,['material-ui'],data-tables,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2021-12-09 09:57:44.000,2021-04-21 11:22:33.000,1048,101.0,2374.0,3188,1576.0,2021-04-21 11:24:11.402,1.69.3,187.0,Datatable for React based on material-ui's table with additional features.,18368.0,17840.0,198,33,https://www.npmjs.com/package/material-table,2021-04-21 11:24:11.402,528.0,529034.0,529034.0,True,2,,,,,,,,,
47,Semantic-UI,Semantic-Org/Semantic-UI,semantic-ui,,ui-frameworks,https://github.com/Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,MIT,2013-04-08 23:32:04.000,2021-09-05 13:15:39.000,2018-10-21 20:59:02.000,5139,1055.0,5232.0,49717,6684.0,2018-10-21 21:03:55.194,2.4.2,100.0,Semantic is a UI component framework based around useful principles from natural language.,17281.0,12909.0,225,32,https://www.npmjs.com/package/semantic-ui,2018-10-21 21:03:55.194,4372.0,39251.0,39294.0,False,2,,4036.0,,,,,,,
48,Slate,ianstormtaylor/slate,slate,,editors,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,MIT,2016-06-18 01:52:42.000,2021-12-08 18:04:18.000,2021-12-08 17:56:11.000,2549,445.0,2300.0,23047,,2021-12-07 14:02:54.000,slate@0.72.0,596.0,A completely customizable framework for building rich text editors. (Currently in beta.).,73935.0,66937.0,452,32,https://www.npmjs.com/package/slate,2021-04-01 02:10:51.453,6998.0,1258145.0,1258145.0,True,1,https://www.slatejs.org/examples/richtext,,,,,,,,
49,Blueprint,palantir/blueprint,@blueprintjs/core,,ui-frameworks,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,Apache-2.0,2016-10-25 21:17:50.000,2021-12-06 23:52:51.000,2021-12-06 22:31:41.000,1920,641.0,1957.0,18352,,2021-10-25 20:09:18.743,3.51.3,168.0,A React-based UI toolkit for the web.,12497.0,10419.0,294,32,https://www.npmjs.com/package/@blueprintjs/core,2021-11-11 15:16:23.290,2078.0,735497.0,735497.0,True,2,https://blueprintjs.com/docs/,,,,,,,,
50,Handsontable,handsontable/handsontable,handsontable,,data-tables,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-12-09 14:38:59.000,2021-11-17 15:15:23.000,2671,816.0,6313.0,16025,7299.0,2021-11-17 15:19:55.000,11.0.1,100.0,"JavaScript data grid with a spreadsheet look & feel. Works with React, Angular, and Vue. Supported by the Handsontable..",4790.0,4066.0,120,32,https://www.npmjs.com/package/handsontable,2021-11-17 15:17:10.950,724.0,374567.0,374567.0,False,2,https://handsontable.com/examples,,,,,,,,
