,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,trending,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
49,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,other-components,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-04-13 10:30:39.000,2020-09-08 13:18:49.000,172,32.0,232.0,701,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,4348.0,3522.0,48.0,28,https://www.npmjs.com/package/material-ui-chip-input,2019-08-03 17:18:32.033,826.0,201112.0,201112.0,True,1,['material-ui'],https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,,
50,React-Datasheet,nadbm/react-datasheet,react-datasheet,data-tables,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,MIT,2016-09-25 19:18:17.000,2021-03-31 00:33:58.000,2021-02-14 05:17:25.000,441,99.0,96.0,4614,271.0,2020-07-25 17:58:27.182,1.4.8,45.0,Excel-like data grid (table) component for React.,559.0,499.0,43.0,27,https://www.npmjs.com/package/react-datasheet,2020-07-25 17:58:27.182,60.0,116339.0,116339.0,True,3,,,,,,,,,,
51,Perspective,finos/perspective,@finos/perspective,data-tables,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2021-04-28 08:57:49.000,2021-04-27 23:16:48.000,363,73.0,340.0,3342,4429.0,2021-04-28 03:16:56.000,0.8.0,43.0,Streaming pivot visualization via WebAssembly.,198.0,184.0,62.0,27,https://www.npmjs.com/package/@finos/perspective,2021-04-27 22:06:53.469,6.0,5831.0,7752.0,True,3,,https://perspective.finos.org/,,,,perspective-python,https://pypi.org/project/perspective-python,2021-04-28 03:16:56.000,8.0,1921.0
52,Semiotic,nteract/semiotic,semiotic,data-viz,https://github.com/nteract/semiotic,https://github.com/nteract/semiotic,Apache-2.0,2017-03-16 17:46:24.000,2021-03-11 23:25:45.000,2020-12-02 03:45:24.000,135,114.0,395.0,2154,1988.0,2020-12-02 04:27:28.174,1.20.6,198.0,A data visualization framework combining React & D3.,369.0,303.0,24.0,27,https://www.npmjs.com/package/semiotic,2021-01-05 04:52:46.836,66.0,27262.0,27262.0,True,3,,https://semiotic.nteract.io/examples,,,,,,,,
53,Monaco React,suren-atoyan/monaco-react,@monaco-editor/react,editors,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-04-21 19:17:38.000,2021-04-21 19:16:09.000,82,31.0,152.0,896,355.0,2021-04-21 19:17:38.000,4.1.3,82.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,1597.0,1575.0,21.0,27,https://www.npmjs.com/package/@monaco-editor/react,2021-04-19 16:43:09.888,22.0,197612.0,197612.0,True,3,,https://monaco-react.surenatoyan.com/,,,,,,,,
54,Bit,teambit/bit,bit-bin,dev-tools,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2021-04-29 15:52:26.000,2021-04-29 15:39:24.000,700,71.0,1072.0,13370,7842.0,2020-07-13 09:59:04.000,14.8.8,755.0,"Build, distribute, and collaborate on components.",10.0,,56.0,26,https://www.npmjs.com/package/bit-bin,2021-02-17 06:16:55.400,10.0,12373.0,12466.0,True,3,,,,4285.0,,,,,,
55,React Flow,wbkd/react-flow,react-flow-renderer,other-components,https://github.com/wbkd/react-flow,https://github.com/wbkd/react-flow,MIT,2019-07-15 14:47:30.000,2021-04-29 17:50:00.000,2021-04-29 15:49:15.000,253,42.0,461.0,5505,,2021-04-24 21:26:44.000,9.5.3,144.0,"Highly customizable library for building interactive node-based UIs, editors, flow charts and diagrams.",423.0,423.0,31.0,26,https://www.npmjs.com/package/react-flow-renderer,2021-04-24 21:26:37.126,0.0,87395.0,87395.0,True,3,,https://reactflow.dev/examples/,,,,,,,,
56,Storybook Addon Material-UI,react-theming/storybook-addon-material-ui,storybook-addon-material-ui,dev-tools,https://github.com/react-theming/storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,MIT,2016-09-13 08:30:16.000,2021-04-09 14:33:27.000,2021-03-25 21:33:47.000,109,13.0,62.0,523,176.0,2020-01-04 17:03:56.000,0.9.0-alpha.21,55.0,Addon for storybook wich wrap material-ui components into MuiThemeProvider. This helps and simplifies development of..,884.0,716.0,40.0,26,https://www.npmjs.com/package/storybook-addon-material-ui,2021-02-06 22:26:52.974,168.0,134362.0,134362.0,True,3,['material-ui'],,,,,,,,,
57,rsuite-table,rsuite/rsuite-table,rsuite-table,data-tables,https://github.com/rsuite/rsuite-table,https://github.com/rsuite/rsuite-table,MIT,2016-06-10 16:19:14.000,2021-04-27 12:50:45.000,2021-04-27 12:24:19.000,73,28.0,65.0,396,464.0,2021-04-23 06:45:40.956,3.14.6,160.0,A React table component.,1089.0,1019.0,12.0,26,https://www.npmjs.com/package/rsuite-table,2021-03-19 06:11:25.653,70.0,61839.0,61839.0,True,3,,,,,,,,,,
58,material-ui-dropzone,Yuvaleros/material-ui-dropzone,material-ui-dropzone,file-handling,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,MIT,2017-10-16 11:50:16.000,2021-04-19 19:32:20.000,2020-10-01 14:00:45.000,148,48.0,127.0,341,427.0,2020-09-20 12:56:15.000,3.5.0,31.0,A Material-UI file upload dropzone.,2908.0,2796.0,48.0,26,https://www.npmjs.com/package/material-ui-dropzone,2020-08-18 09:32:20.910,112.0,164341.0,164341.0,True,3,['material-ui'],https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,,
59,ReactPage,react-page/react-page,@react-page/editor,editors,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-04-25 12:22:40.598,2021-04-25 12:14:11.000,548,22.0,595.0,8467,1075.0,2021-04-25 12:23:01.000,2.1.4,221.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",42.0,42.0,51.0,25,https://www.npmjs.com/package/@react-page/editor,2021-04-25 12:22:40.598,0.0,6057.0,6057.0,True,3,,,,,,,,,,
60,Material-UI Treasury,siriwatknp/mui-treasury,@mui-treasury/components,other-components,https://github.com/siriwatknp/mui-treasury,https://github.com/siriwatknp/mui-treasury,MIT,2019-03-11 16:21:23.000,2021-04-29 07:09:49.000,2021-04-15 03:43:07.000,107,52.0,229.0,1485,735.0,2021-02-03 01:12:27.460,1.10.1,51.0,A collection of ready-to-use components based on Material-UI.,731.0,731.0,17.0,25,https://www.npmjs.com/package/@mui-treasury/components,2021-02-03 01:12:27.460,0.0,9048.0,9048.0,True,3,['material-ui'],https://mui-treasury.com/components/,,,,,,,,
61,Viser,viserjs/viser,viser-react,data-viz,https://github.com/viserjs/viser,https://github.com/viserjs/viser,MIT,2017-10-27 16:47:46.000,2021-04-01 05:50:41.000,2020-07-30 03:40:48.000,113,79.0,321.0,1462,502.0,2019-11-08 13:03:41.295,2.4.7,65.0,viser is a toolkit fit for data vis engineer. https://viserjs.gitee.io/.,2331.0,2285.0,22.0,25,https://www.npmjs.com/package/viser-react,2019-12-24 13:03:44.941,46.0,7735.0,7735.0,True,3,,https://viserjs.github.io/demoHome.html,,,,,,,,
62,react-pivottable,plotly/react-pivottable,react-pivottable,data-tables,https://github.com/plotly/react-pivottable,https://github.com/plotly/react-pivottable,MIT,2017-08-14 18:36:06.000,2021-04-05 10:24:47.000,2020-11-19 15:02:35.000,178,66.0,41.0,745,110.0,2020-11-19 15:06:48.000,0.11.0,24.0,React-based drag'n'drop pivot table with Plotly.js charts.,294.0,258.0,10.0,25,https://www.npmjs.com/package/react-pivottable,2020-11-19 15:04:38.247,36.0,72033.0,72033.0,True,3,,https://react-pivottable.js.org/,,,,,,,,
63,React ApexCharts,apexcharts/react-apexcharts,react-apexcharts,data-viz,https://github.com/apexcharts/react-apexcharts,https://github.com/apexcharts/react-apexcharts,MIT,2018-08-20 13:36:46.000,2021-04-25 14:41:11.000,2021-04-12 12:08:33.000,71,102.0,129.0,699,137.0,2020-04-04 18:04:06.022,1.3.7,23.0,React Component for ApexCharts.,9327.0,9039.0,16.0,25,https://www.npmjs.com/package/react-apexcharts,2021-04-11 17:44:40.019,288.0,320911.0,320911.0,True,3,,https://apexcharts.com/react-chart-demos/,,,,,,,,
64,Reactotron,infinitered/reactotron,,dev-tools,https://github.com/infinitered/reactotron,https://github.com/infinitered/reactotron,MIT,2016-04-15 21:58:32.000,2021-04-26 16:33:26.000,2020-08-12 16:29:19.000,804,111.0,374.0,12867,1255.0,2019-08-28 01:19:24.000,2.17.1,100.0,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",,,103.0,24,,,,,25284.0,True,3,,,,1517090.0,,,,,,
65,Unstated Next,jamiebuilds/unstated-next,unstated-next,state-management,https://github.com/jamiebuilds/unstated-next,https://github.com/jamiebuilds/unstated-next,MIT,2019-05-02 00:44:35.000,2020-09-28 23:34:51.000,2020-05-04 17:55:59.000,109,50.0,27.0,3414,23.0,2019-05-02 00:46:25.872,1.0.0,3.0,200 bytes to never think about React state management libraries ever again.,1373.0,1373.0,11.0,24,https://www.npmjs.com/package/unstated-next,2019-05-13 23:34:47.580,,143007.0,143007.0,True,1,,,,,,,,,,
66,React Email Editor,unlayer/react-email-editor,react-email-editor,editors,https://github.com/unlayer/react-email-editor,https://github.com/unlayer/react-email-editor,MIT,2017-10-01 22:44:29.000,2021-03-30 09:52:57.000,2021-02-10 16:00:54.000,404,99.0,84.0,2810,87.0,2020-10-09 15:26:47.477,1.2.0,20.0,Drag-n-Drop Email Editor Component for React.js.,286.0,272.0,4.0,24,https://www.npmjs.com/package/react-email-editor,2020-10-09 15:26:47.477,14.0,31264.0,31264.0,True,3,,https://react-email-editor-demo.netlify.app/,,,,,,,,
67,React Flow Chart,MrBlenny/react-flow-chart,@mrblenny/react-flow-chart,other-components,https://github.com/MrBlenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,MIT,2018-11-07 01:34:23.000,2021-04-19 18:49:41.000,2020-06-28 02:55:27.000,235,71.0,102.0,1080,268.0,2020-06-28 02:56:37.000,0.0.14,14.0,"A flexible, stateless, declarative flow chart library for react.",167.0,151.0,29.0,24,https://www.npmjs.com/package/@mrblenny/react-flow-chart,2020-06-28 02:55:34.091,16.0,22194.0,22194.0,True,3,,https://mrblenny.github.io/react-flow-chart/index.html?path=/story/state--internal-react-state,,,,,,,,
68,React FilePond,pqina/react-filepond,react-filepond,file-handling,https://github.com/pqina/react-filepond,https://github.com/pqina/react-filepond,MIT,2018-03-08 14:52:44.000,2021-04-01 06:58:24.000,2021-03-05 10:07:12.000,57,7.0,152.0,1043,89.0,2020-09-09 11:11:14.000,7.1.0,25.0,A handy FilePond adapter component for React.,2169.0,1975.0,6.0,24,https://www.npmjs.com/package/react-filepond,2020-09-09 11:10:21.244,194.0,94552.0,94552.0,True,3,,https://codesandbox.io/s/react-filepond-live-demo-iw9ri,,,,,,,,
69,React Lazylog,mozilla-frontend-infra/react-lazylog,react-lazylog,other-components,https://github.com/mozilla-frontend-infra/react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,MPL-2.0,2017-04-27 16:46:34.000,2021-04-12 16:07:30.000,2020-07-23 15:46:22.000,64,46.0,23.0,195,159.0,2020-07-23 15:47:23.944,4.5.3,49.0,React Lazy Logviewer.,253.0,211.0,15.0,24,https://www.npmjs.com/package/react-lazylog,2020-07-23 15:47:23.944,42.0,79598.0,79598.0,True,3,,https://mozilla-frontend-infra.github.io/react-lazylog/#lazylog,,,,,,,,
70,React Hot Toast,timolins/react-hot-toast,react-hot-toast,notifications,https://github.com/timolins/react-hot-toast,https://github.com/timolins/react-hot-toast,MIT,2020-12-07 22:05:40.000,2021-04-29 14:29:20.000,2021-04-26 10:13:47.000,69,26.0,21.0,2709,,2021-01-21 18:22:18.000,1.0.2,8.0,Smoking hot React Notifications.,843.0,843.0,11.0,23,https://www.npmjs.com/package/react-hot-toast,2021-01-21 18:20:30.704,0.0,98781.0,98781.0,True,3,,https://react-hot-toast.com/,,,,,,,,
71,Reaviz,reaviz/reaviz,reaviz,data-viz,https://github.com/reaviz/reaviz,https://github.com/reaviz/reaviz,Apache-2.0,2020-04-17 21:17:18.000,2021-04-26 19:19:30.000,2021-04-26 19:16:44.000,60,13.0,7.0,1122,298.0,2021-04-26 19:08:17.421,10.2.0,232.0,Data visualization library for React based on D3.,144.0,138.0,8.0,23,https://www.npmjs.com/package/reaviz,2021-04-26 19:17:20.849,6.0,7999.0,7999.0,True,3,,,-1.0,,,,,,,
72,React Spreadsheet,iddan/react-spreadsheet,react-spreadsheet,data-tables,https://github.com/iddan/react-spreadsheet,https://github.com/iddan/react-spreadsheet,MIT,2018-02-18 17:12:32.000,2021-04-19 21:51:25.000,2021-03-30 14:53:50.000,32,18.0,39.0,416,512.0,2021-02-28 09:11:25.265,0.5.3,39.0,"Simple, customizable yet performant spreadsheet for React.",110.0,104.0,14.0,23,https://www.npmjs.com/package/react-spreadsheet,2021-02-28 09:11:25.265,6.0,12224.0,12224.0,True,3,,https://iddan.github.io/react-spreadsheet,,,,,,,,
73,react-file-viewer,plangrid/react-file-viewer,react-file-viewer,file-handling,https://github.com/plangrid/react-file-viewer,https://github.com/plangrid/react-file-viewer,MIT,2017-05-16 04:05:21.000,2021-03-30 16:01:22.000,2019-11-13 20:16:39.000,181,103.0,11.0,287,118.0,2019-11-13 20:16:45.447,1.2.1,74.0,Extendable file viewer for web.,757.0,723.0,12.0,23,https://www.npmjs.com/package/react-file-viewer,2019-11-13 20:16:45.447,34.0,51525.0,51525.0,False,3,,,,,,,,,,
74,Tauri,tauri-apps/tauri,tauri,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,MIT,2019-07-13 09:09:37.000,2021-04-29 15:20:50.000,2021-04-29 15:17:46.000,320,64.0,297.0,15667,,2021-04-25 21:33:28.000,cli.rs-v1.0.0-beta-rc.4,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",27.0,23.0,61.0,22,https://www.npmjs.com/package/tauri,2021-01-06 12:29:04.131,4.0,2895.0,3596.0,True,3,,,,9121.0,,,,,,
75,RevoGrid,revolist/revogrid,@revolist/revogrid,data-tables,https://github.com/revolist/revogrid,https://github.com/revolist/revogrid,MIT,2020-05-04 21:23:09.000,2021-04-21 16:48:57.000,2021-04-21 16:48:24.000,62,31.0,84.0,1513,589.0,2021-04-21 16:48:57.000,3.0.9,157.0,Powerful virtual data grid smartsheet with advanced customization. Best features from excel plus incredible performance.,38.0,38.0,8.0,22,https://www.npmjs.com/package/@revolist/revogrid,2021-04-11 22:53:41.388,0.0,4139.0,4139.0,True,3,,,,,,,,,,
76,ReactPivot,davidguttman/react-pivot,react-pivot,data-tables,https://github.com/davidguttman/react-pivot,https://github.com/davidguttman/react-pivot,MIT,2015-02-28 00:29:35.000,2021-03-08 23:20:19.000,2020-06-17 22:37:49.000,141,36.0,23.0,985,171.0,2020-06-17 22:38:08.272,4.4.0,49.0,"React-Pivot is a data-grid component with pivot-table-like functionality for data display, filtering, and exploration.",184.0,136.0,20.0,21,https://www.npmjs.com/package/react-pivot,2020-06-17 22:38:08.272,48.0,2019.0,2019.0,True,3,,http://davidguttman.github.io/react-pivot/,,,,,,,,
77,React-Data-Export,securedeveloper/react-data-export,react-data-export,file-handling,https://github.com/securedeveloper/react-data-export,https://github.com/securedeveloper/react-data-export,MIT,2017-10-13 20:35:38.000,2021-04-14 13:58:02.000,2020-01-23 21:39:15.000,101,51.0,46.0,147,137.0,2020-01-20 11:33:32.229,0.6.0,13.0,Export dataset in react.,778.0,738.0,13.0,21,https://www.npmjs.com/package/react-data-export,2020-01-20 11:33:32.229,40.0,36854.0,36854.0,False,3,,,,,,,,,,
78,Monaco Yaml,pengx17/monaco-yaml,monaco-yaml,editors,https://github.com/pengx17/monaco-yaml,https://github.com/pengx17/monaco-yaml,MIT,2018-02-26 06:08:04.000,2021-04-28 15:50:59.000,2021-04-13 19:07:09.000,29,17.0,12.0,68,128.0,2020-10-05 10:36:15.031,2.5.1,12.0,YAML plugin for the Monaco Editor.,59.0,59.0,16.0,21,https://www.npmjs.com/package/monaco-yaml,2020-10-05 10:36:15.031,0.0,232158.0,232158.0,False,3,,,,,,,,,,
79,React Dashboard,flatlogic/react-dashboard,,admin-dashboards,https://github.com/flatlogic/react-dashboard,https://github.com/flatlogic/react-dashboard,MIT,2016-02-02 14:08:02.000,2021-03-12 01:42:02.000,2021-02-18 16:53:02.000,289,9.0,9.0,1284,1028.0,2020-10-07 10:43:47.000,1.4.0,5.0,"React Dashboard - isomorphic admin dashboard template (React.js, Bootstrap, Node.js, GraphQL, React Router, Babel,..",,,152.0,19,,,,,,True,2,['bootstrap'],https://flatlogic.com/templates/react-dashboard/demo,,,,,,,,
80,Remotion,JonnyBurger/remotion,,others,https://github.com/JonnyBurger/remotion,https://github.com/JonnyBurger/remotion,,2020-06-23 19:49:10.000,2021-04-29 16:44:30.000,2021-04-29 14:56:08.000,233,39.0,115.0,6905,,2021-04-28 11:13:02.000,2.0.7,23.0,Create videos programmatically in React.,85.0,85.0,38.0,18,,,,,,False,1,,,,,,,,,,
81,Radix Primitives,radix-ui/primitives,@radix-ui/utils,ui-frameworks,https://github.com/radix-ui/primitives,https://github.com/radix-ui/primitives,MIT,2020-06-19 13:23:22.000,2021-04-29 17:17:45.000,2021-04-28 14:18:40.000,18,36.0,103.0,766,,2021-01-27 10:06:42.425,0.0.3,3.0,"An open-source UI component library for building high-quality, accessible design systems and web apps. Maintained by..",2.0,2.0,8.0,17,https://www.npmjs.com/package/@radix-ui/utils,2021-01-27 10:06:42.425,0.0,13171.0,13171.0,True,3,,,,,,,,,,
82,reactdatagrid,inovua/reactdatagrid,@inovua/reactdatagrid-community,data-tables,https://github.com/inovua/reactdatagrid,https://github.com/inovua/reactdatagrid,MIT,2020-10-07 13:47:44.000,2021-04-29 14:38:01.000,2021-04-29 14:37:53.000,11,12.0,62.0,153,229.0,2021-04-29 14:39:25.000,4.1.12,58.0,Empower Your Data with the best React Data Grid there is.,0.0,,1.0,17,https://www.npmjs.com/package/@inovua/reactdatagrid-community,2021-04-29 14:37:12.155,0.0,4855.0,4855.0,True,3,,https://reactdatagrid.io/demo,,,,,,,,
83,React Material Admin,flatlogic/react-material-admin,,admin-dashboards,https://github.com/flatlogic/react-material-admin,https://github.com/flatlogic/react-material-admin,MIT,2019-04-24 12:47:06.000,2021-04-20 00:03:23.000,2021-04-13 09:36:57.000,358,7.0,16.0,1049,78.0,2021-02-02 10:54:17.000,1.3.2,8.0,React Material Admin is a React template built with Material-UI.,,,9.0,16,,,,,,True,3,['material-ui'],https://flatlogic.com/templates/react-material-admin/demo,,,,,,,,
84,orb,nnajm/orb,orb,data-tables,https://github.com/nnajm/orb,https://github.com/nnajm/orb,MIT,2014-11-11 13:09:07.000,2020-12-30 22:32:47.000,2020-12-30 22:32:47.000,159,72.0,23.0,519,78.0,2015-06-29 00:03:49.124,1.0.9,9.0,Pivot table javascript library.,21.0,17.0,2.0,16,https://www.npmjs.com/package/orb,2015-06-29 00:03:49.124,4.0,93.0,93.0,True,3,,https://nnajm.github.io/orb/,,,,,,,,
85,React Ansi,RaoHai/react-ansi,react-ansi,other-components,https://github.com/RaoHai/react-ansi,https://github.com/RaoHai/react-ansi,MIT,2019-05-29 15:39:22.000,2021-04-28 00:17:56.000,2020-12-17 09:06:28.000,3,4.0,2.0,16,115.0,2020-12-17 09:09:03.463,2.1.4,23.0,A foldable and searchable ansi log viewer for React.,8.0,8.0,4.0,16,https://www.npmjs.com/package/react-ansi,2020-12-17 09:09:03.463,,1282.0,1282.0,False,3,,,,,,,,,,
86,React SaaS Template,dunky11/react-saas-template,,admin-dashboards,https://github.com/dunky11/react-saas-template,https://github.com/dunky11/react-saas-template,MIT,2020-01-30 23:38:23.000,2021-04-29 04:50:36.000,2021-04-28 21:13:09.000,246,,8.0,1026,1186.0,,,,Template for building an SaaS / admin website using React + Material-UI.,,,7.0,15,,,,,,True,3,,https://reactsaastemplate.com/,,,,,,,,
87,Luna,rvpanoz/luna,,dev-tools,https://github.com/rvpanoz/luna,https://github.com/rvpanoz/luna,GPL-3.0,2017-09-18 22:22:06.000,2020-11-01 09:43:41.000,2020-10-31 22:27:04.000,41,9.0,84.0,952,1491.0,2020-10-29 23:06:39.000,.3.4.6,26.0,Manage npm dependencies through a modern UI.,,,10.0,15,,,,,173.0,True,3,,,,7120.0,,,,,,
88,Material Kit React,devias-io/material-kit-react,,admin-dashboards,https://github.com/devias-io/material-kit-react,https://github.com/devias-io/material-kit-react,MIT,2019-05-02 15:25:39.000,2021-04-18 07:25:55.000,2021-04-18 07:25:48.000,1078,4.0,15.0,2973,,2019-07-29 07:50:25.000,1.0.0,1.0,"React Dashboard made with Material UIs components. Our pro template contains features like TypeScript version,..",,,8.0,14,,,,,,True,3,['material-ui'],https://react-material-dashboard.devias.io/app/dashboard,,,,,,,,
89,Volt React Dashboard,themesberg/volt-react-dashboard,,admin-dashboards,https://github.com/themesberg/volt-react-dashboard,https://github.com/themesberg/volt-react-dashboard,MIT,2021-01-20 16:17:34.000,2021-02-13 10:39:35.000,2021-02-13 10:39:35.000,57,1.0,2.0,279,44.0,2021-01-22 09:58:07.000,1.0.0,1.0,A React.js admin dashboard template and UI library based on Bootstrap 5.,,,3.0,13,,,,,,True,3,['bootstrap'],https://demo.themesberg.com/volt-react-dashboard/,,,,,,,,
90,Notus React,creativetimofficial/notus-react,,admin-dashboards,https://github.com/creativetimofficial/notus-react,https://github.com/creativetimofficial/notus-react,MIT,2020-09-01 07:23:16.000,2021-03-19 12:58:05.000,2021-03-19 12:57:49.000,57,,3.0,252,,2021-03-19 12:58:05.000,1.1.0,2.0,Notus React: Free Tailwind CSS UI Kit and Admin.,,,2.0,13,,,,,,True,3,,https://demos.creative-tim.com/notus-react/,,,,,,,,
91,Material-UI Theme Creator,bareynol/mui-theme-creator,,dev-tools,https://github.com/bareynol/mui-theme-creator,https://github.com/bareynol/mui-theme-creator,0BSD,2020-08-25 14:51:49.000,2020-08-27 18:19:42.000,2020-08-27 18:08:37.000,16,5.0,2.0,69,102.0,,,,A tool to help design and customize themes for the Material-UI component library. Includes basic site templates to..,,,1.0,7,,,,,,False,3,['material-ui'],https://bareynol.github.io/mui-theme-creator/,,,,,,,,
