,name,github_id,npm_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,demo_url,github_release_downloads,trending,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
51,Handsontable,handsontable/handsontable,handsontable,,data-tables,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-12-23 14:56:43.000,2021-11-17 15:15:23.000,2692,824.0,6322.0,16076,7299.0,2021-11-17 15:19:55.000,11.0.1,100.0,"JavaScript data grid with a spreadsheet look & feel. Works with React, Angular, and Vue. Supported by the Handsontable..",4814.0,4090.0,120,32,https://www.npmjs.com/package/handsontable,2021-11-17 15:17:10.950,724.0,371215.0,371215.0,False,2,https://handsontable.com/examples,,,,,,,,
52,Grommet,grommet/grommet,grommet,,ui-frameworks,https://github.com/grommet/grommet,https://github.com/grommet/grommet,Apache-2.0,2015-03-24 08:54:10.000,2021-12-22 20:42:17.000,2021-12-22 20:38:28.000,934,227.0,2636.0,7695,6146.0,2021-11-19 23:46:56.893,2.19.1,138.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",8493.0,7261.0,322,32,https://www.npmjs.com/package/grommet,2021-11-19 23:46:56.893,1232.0,114630.0,114658.0,True,2,https://v2.grommet.io/components,1871.0,,,,,,,
53,React Ace,securingsincity/react-ace,react-ace,,editors,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2021-12-23 01:01:47.000,2021-11-04 01:38:59.000,540,123.0,289.0,3345,853.0,2021-10-22 01:16:22.000,9.5.0,94.0,React Ace Component.,18323.0,14743.0,116,32,https://www.npmjs.com/package/react-ace,2021-07-31 20:44:51.577,3580.0,1277065.0,1277077.0,True,1,https://securingsincity.github.io/react-ace/,938.0,,,,,,,
54,swr,vercel/swr,swr,,data-fetching,https://github.com/vercel/swr,https://github.com/vercel/swr,MIT,2019-10-28 18:16:01.000,2021-12-23 00:55:03.000,2021-12-23 00:55:01.000,754,58.0,481.0,20417,,2021-12-10 16:07:24.849,1.1.1,107.0,React Hooks for data fetching.,39798.0,39772.0,128,31,https://www.npmjs.com/package/swr,2021-12-15 15:48:36.813,26.0,2122822.0,2122822.0,True,2,,,,,,,,,
55,editor.js,codex-team/editor.js,@editorjs/editorjs,,editors,https://github.com/codex-team/editor.js,https://github.com/codex-team/editor.js,Apache-2.0,2015-11-28 20:56:35.000,2021-12-22 22:06:57.000,2021-11-24 18:14:24.000,1332,443.0,614.0,17094,523.0,2021-09-20 15:59:27.000,2.22.3,41.0,A block-styled editor with clean JSON output.,2750.0,2676.0,36,31,https://www.npmjs.com/package/@editorjs/editorjs,2021-11-24 20:05:38.213,74.0,98609.0,98660.0,True,2,,3064.0,,,,,,,
56,Victory,FormidableLabs/victory,victory,,data-viz,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,MIT,2015-07-02 22:36:50.000,2021-12-04 14:16:44.000,2021-11-03 21:53:26.000,456,185.0,1283.0,9252,,2021-11-03 21:53:38.283,36.2.0,213.0,A collection of composable React components for building interactive data visualizations.,12701.0,11329.0,289,31,https://www.npmjs.com/package/victory,2021-11-03 21:53:38.283,1372.0,698983.0,698983.0,True,2,https://formidable.com/open-source/victory/gallery/,,,,,,,,
57,baseweb,uber/baseweb,baseui,,ui-frameworks,https://github.com/uber/baseweb,https://github.com/uber/baseweb,MIT,2018-03-09 01:32:10.000,2021-12-23 07:36:00.000,2021-12-21 22:21:52.000,659,98.0,772.0,7222,2975.0,2021-11-16 22:24:36.117,10.6.0,660.0,A React Component library implementing the Base design language.,2646.0,2602.0,219,31,https://www.npmjs.com/package/baseui,2021-11-16 22:24:36.117,44.0,150715.0,150715.0,True,2,,,,,,,,,
58,react-draft-wysiwyg,jpuri/react-draft-wysiwyg,react-draft-wysiwyg,,editors,https://github.com/jpuri/react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,MIT,2016-09-04 18:33:34.000,2021-11-29 20:14:07.000,2021-05-05 01:18:14.000,990,573.0,367.0,5443,826.0,2021-05-05 01:18:31.148,1.14.7,130.0,A Wysiwyg editor build on top of ReactJS and DraftJS. https://jpuri.github.io/react-draft-wysiwyg.,18708.0,17136.0,83,31,https://www.npmjs.com/package/react-draft-wysiwyg,2021-05-05 01:18:31.148,1572.0,775024.0,775024.0,True,2,,,,,,,,,
59,react-quill,zenoamaro/react-quill,react-quill,,editors,https://github.com/zenoamaro/react-quill,https://github.com/zenoamaro/react-quill,MIT,2014-11-07 12:25:40.000,2021-12-01 19:33:42.000,2021-08-18 17:37:34.000,662,196.0,412.0,4753,425.0,2020-03-29 19:25:46.394,1.3.5,48.0,A Quill component for React.,20759.0,19205.0,52,31,https://www.npmjs.com/package/react-quill,2020-03-29 18:18:10.355,1554.0,983773.0,983775.0,True,2,,185.0,,,,,,,
60,Notistack,iamhosseindhv/notistack,notistack,['material-ui'],notifications,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-11-06 14:18:58.000,2021-10-31 03:49:11.000,248,24.0,293.0,2574,480.0,2021-10-31 03:52:26.752,2.0.3,92.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,15405.0,14899.0,45,31,https://www.npmjs.com/package/notistack,2021-10-31 03:39:16.160,506.0,1579432.0,1579432.0,True,3,https://iamhosseindhv.com/notistack/demos,,,,,,,,
61,react-json-view,mac-s-g/react-json-view,react-json-view,,file-handling,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,MIT,2017-03-26 06:01:36.000,2021-11-30 05:39:18.000,2021-03-09 03:27:31.000,325,132.0,89.0,2364,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,25543.0,24549.0,33,31,https://www.npmjs.com/package/react-json-view,2021-03-09 03:08:46.252,994.0,1367349.0,1367349.0,True,2,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,,
62,visx,airbnb/visx,@visx/group,,data-viz,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2021-12-23 09:27:39.000,2021-11-11 20:54:34.000,542,105.0,504.0,14560,3016.0,2021-08-17 20:42:16.915,2.1.0,76.0,visx | visualization components.,160.0,160.0,127,30,https://www.npmjs.com/package/@visx/group,2021-08-10 07:12:40.063,0.0,477936.0,477936.0,True,2,https://airbnb.io/visx/gallery,,,,,,,,
63,zustand,pmndrs/zustand,zustand,,state-management,https://github.com/pmndrs/zustand,https://github.com/pmndrs/zustand,MIT,2019-04-09 09:10:06.000,2021-12-23 13:28:42.000,2021-12-23 01:03:07.000,336,24.0,309.0,12346,,2021-12-07 07:35:35.000,3.6.7,81.0,Bear necessities for state management in React.,10258.0,10238.0,80,30,https://www.npmjs.com/package/zustand,2021-11-16 14:27:22.215,20.0,1135012.0,1135012.0,True,3,,,,,,,,,
64,Evergreen,segmentio/evergreen,evergreen-ui,,ui-frameworks,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2021-12-10 13:24:27.000,2021-12-08 16:04:13.000,730,35.0,370.0,11354,811.0,2021-11-27 20:04:23.000,6.6.3,220.0,Evergreen React UI Framework by Segment.,2936.0,2786.0,126,30,https://www.npmjs.com/package/evergreen-ui,2021-11-27 19:28:38.595,150.0,62951.0,62951.0,True,2,,,1.0,,,,,,
65,blitz,blitz-js/blitz,blitz,,cms-frameworks,https://github.com/blitz-js/blitz,https://github.com/blitz-js/blitz,MIT,2020-02-17 21:54:15.000,2021-12-23 14:24:27.000,2021-12-23 14:24:26.000,606,157.0,944.0,10469,212.0,2021-12-11 22:03:20.000,0.44.4,353.0,The Fullstack React Framework built on Next.js.,1367.0,1361.0,268,30,https://www.npmjs.com/package/blitz,2021-12-11 22:00:38.729,6.0,19428.0,19428.0,True,3,,,,,,,,,
66,sql.js,sql-js/sql.js,sql.js,,others,https://github.com/sql-js/sql.js,https://github.com/sql-js/sql.js,MIT,2012-02-27 03:05:49.000,2021-09-30 15:31:29.334,2021-09-30 15:23:15.000,909,103.0,264.0,9609,482.0,2021-09-30 15:31:29.334,1.6.2,33.0,A javascript library to run SQLite on the web.,4313.0,3515.0,42,30,https://www.npmjs.com/package/sql.js,2021-09-30 15:31:29.334,798.0,269029.0,269651.0,True,2,,15552.0,,,,,,,
67,Rebass,rebassjs/rebass,rebass,,ui-frameworks,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-10-31 08:29:24.000,2021-08-03 19:54:17.000,604,74.0,429.0,7570,2024.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,12682.0,11194.0,58,30,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1488.0,271460.0,271460.0,True,2,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,,
68,BizCharts,alibaba/BizCharts,bizcharts,,data-viz,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-12-07 02:32:49.000,2021-12-06 10:48:33.000,651,291.0,992.0,5771,974.0,2021-12-07 02:34:01.000,4.1.15,229.0,Powerful data visualization library based on G2 and React.,12969.0,11737.0,79,30,https://www.npmjs.com/package/bizcharts,2021-12-07 02:30:24.101,1232.0,110417.0,110417.0,True,2,,,,,,,,,
69,theme-ui,system-ui/theme-ui,theme-ui,,ui-frameworks,https://github.com/system-ui/theme-ui,https://github.com/system-ui/theme-ui,MIT,2019-04-03 22:10:49.000,2021-12-21 18:48:42.000,2021-12-21 18:48:42.000,539,82.0,517.0,4159,,2021-11-22 22:05:13.000,0.12.1,342.0,"Build consistent, themeable React apps based on constraint-based design principles.",18264.0,17602.0,137,30,https://www.npmjs.com/package/theme-ui,2021-05-19 08:13:11.218,662.0,467216.0,467216.0,True,2,,,,,,,,,
70,react-monaco-editor,react-monaco-editor/react-monaco-editor,react-monaco-editor,,editors,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2021-12-01 06:04:27.000,2021-12-01 06:02:41.000,284,27.0,241.0,2543,436.0,2021-10-26 20:47:08.479,0.46.0,71.0,Monaco Editor for React.,10742.0,10146.0,64,30,https://www.npmjs.com/package/react-monaco-editor,2021-10-26 20:47:08.479,596.0,310129.0,310129.0,True,2,,,,,,,,,
71,MUI-Datatables,gregnb/mui-datatables,mui-datatables,['material-ui'],data-tables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-12-22 18:43:20.000,2021-10-30 11:06:48.000,798,506.0,789.0,2250,984.0,2021-10-25 12:05:16.226,4.0.0,148.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,6570.0,6316.0,140,30,https://www.npmjs.com/package/mui-datatables,2021-10-25 12:05:16.226,254.0,227354.0,227354.0,True,2,,,,,,,,,
72,react-copy-to-clipboard,nkbt/react-copy-to-clipboard,react-copy-to-clipboard,,other-components,https://github.com/nkbt/react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,MIT,2015-07-04 09:10:02.000,2021-08-17 15:55:10.000,2021-08-17 15:55:09.000,113,18.0,68.0,1884,515.0,2021-08-17 13:21:12.109,5.0.4,28.0,Copy-to-clipboard React component.,64186.0,58270.0,18,30,https://www.npmjs.com/package/react-copy-to-clipboard,2021-08-17 13:21:12.109,5916.0,3358934.0,3358934.0,True,2,,,,,,,,,
73,react-avatar-editor,mosch/react-avatar-editor,react-avatar-editor,,other-components,https://github.com/mosch/react-avatar-editor,https://github.com/mosch/react-avatar-editor,MIT,2014-12-12 01:22:23.000,2021-12-07 13:01:05.000,2021-09-03 07:54:44.000,331,5.0,209.0,1845,529.0,2021-07-23 09:01:09.370,12.0.0,67.0,Small avatar & profile picture component. Resize and crop uploaded images using a intuitive user interface.,4849.0,4435.0,62,30,https://www.npmjs.com/package/react-avatar-editor,2021-07-23 09:01:09.370,414.0,374947.0,374947.0,True,2,,,,,,,,,
74,React Data Table,jbetancur/react-data-table-component,react-data-table-component,,data-tables,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-12-19 18:43:46.000,2021-12-19 18:43:44.000,251,52.0,567.0,1335,899.0,2021-12-18 15:36:39.000,7.4.6,174.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",6459.0,6371.0,54,30,https://www.npmjs.com/package/react-data-table-component,2021-12-18 15:31:52.672,88.0,229267.0,229267.0,True,2,https://jbetancur.github.io/react-data-table-component/,,,,,,,,
75,react-csv,react-csv/react-csv,react-csv,,file-handling,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2021-12-23 09:55:50.000,2021-12-20 12:06:30.000,241,81.0,138.0,851,225.0,2021-12-20 12:06:28.617,2.2.1,39.0,React components to build CSV files on the fly basing on Array/literal object of data.,8956.0,8434.0,36,30,https://www.npmjs.com/package/react-csv,2021-12-20 12:06:28.617,522.0,1076066.0,1076066.0,True,2,,,1.0,,,,,,
76,uppy,transloadit/uppy,uppy,,file-handling,https://github.com/transloadit/uppy,https://github.com/transloadit/uppy,MIT,2015-11-16 12:32:33.000,2021-12-23 11:39:10.000,2021-12-23 11:31:38.000,1628,57.0,1590.0,24872,,2021-12-21 14:46:59.000,uppy@2.3.2,153.0,The next open source file uploader for web browsers.,1704.0,1588.0,325,29,https://www.npmjs.com/package/uppy,2021-12-21 14:46:49.309,116.0,69680.0,69680.0,True,3,,,,,,,,,
77,chakra-ui,chakra-ui/chakra-ui,chakra-ui,,ui-frameworks,https://github.com/chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,MIT,2019-08-17 14:27:54.000,2021-12-22 21:18:22.000,2021-12-20 21:50:14.000,1976,113.0,2189.0,22830,,2021-11-12 19:51:52.000,@chakra-ui/checkbox@1.6.1,100.0,"Simple, Modular & Accessible UI Components for your React Applications.",24398.0,24396.0,492,29,https://www.npmjs.com/package/chakra-ui,2019-04-27 08:34:34.655,2.0,2157.0,2157.0,True,3,,,,,,,,,
78,docz,pedronauck/docz,docz,,dev-tools,https://github.com/doczjs/docz,https://github.com/doczjs/docz,MIT,2018-03-17 04:24:10.000,2021-11-09 19:44:23.000,2021-11-09 19:42:48.000,1372,97.0,1116.0,22027,,2020-04-05 08:58:58.000,2.3.1,274.0,It has never been so easy to document your things!.,7175.0,5803.0,130,29,https://www.npmjs.com/package/docz,2021-09-10 12:11:28.492,1372.0,90965.0,90965.0,True,2,,,,doczjs/docz,,,,,
79,relay,facebook/relay,relay,,data-fetching,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16.000,2021-12-22 18:17:06.000,2021-12-22 01:36:37.000,1652,375.0,1531.0,16328,,2021-09-01 16:29:14.000,12.0.0,68.0,Relay is a JavaScript framework for building data-driven React applications.,4959.0,4881.0,622,29,https://www.npmjs.com/package/relay,2013-04-14 20:53:10.498,78.0,1536.0,1536.0,True,3,,,,,,,,,
80,fluentui,microsoft/fluentui,@fluentui/react,,ui-frameworks,https://github.com/microsoft/fluentui,https://github.com/microsoft/fluentui,MIT,2016-06-06 15:03:44.000,2021-12-23 09:22:04.000,2021-12-23 08:18:41.000,2077,1033.0,7815.0,12604,12574.0,2021-12-22 07:28:50.923,8.48.1,459.0,"Fluent UI web represents a collection of utilities, React components, and web components for building web applications.",2.0,2.0,723,29,https://www.npmjs.com/package/@fluentui/react,2021-12-22 07:28:50.923,0.0,304307.0,304307.0,True,3,,,,,,,,,
81,muuri,haltu/muuri,muuri,,other-components,https://github.com/haltu/muuri,https://github.com/haltu/muuri,MIT,2015-12-21 07:00:44.000,2021-12-11 05:10:49.000,2021-07-09 19:05:04.000,597,79.0,400.0,9798,516.0,2021-07-09 19:14:08.022,0.9.5,22.0,"Infinite responsive, sortable, filterable and draggable layouts.",855.0,811.0,14,29,https://www.npmjs.com/package/muuri,2021-07-09 19:14:08.022,44.0,67141.0,67141.0,True,2,,,1.0,,,,,,
82,ncc,vercel/ncc,@vercel/ncc,,dev-tools,https://github.com/vercel/ncc,https://github.com/vercel/ncc,MIT,2018-11-13 04:00:21.000,2021-12-22 23:38:06.000,2021-12-22 23:38:05.000,205,146.0,301.0,6232,,2021-12-18 20:33:29.595,0.33.1,74.0,"Compile a Node.js project into a single file. Supports TypeScript, binary addons, dynamic requires.",8649.0,8649.0,45,29,https://www.npmjs.com/package/@vercel/ncc,2021-12-18 20:33:29.595,0.0,676495.0,676495.0,True,2,,,,,,,,,
83,twin.macro,ben-rogerson/twin.macro,twin.macro,,styling,https://github.com/ben-rogerson/twin.macro,https://github.com/ben-rogerson/twin.macro,MIT,2020-02-19 04:45:25.000,2021-12-11 12:07:26.000,2021-12-11 12:07:09.000,117,13.0,234.0,5150,769.0,2021-12-07 23:59:40.000,2.8.2,62.0,"Twin blends the magic of Tailwind with the flexibility of css-in-js (emotion, styled-components, stitches and goober)..",5293.0,5293.0,35,29,https://www.npmjs.com/package/twin.macro,2021-12-07 23:59:18.539,0.0,217015.0,217015.0,True,3,,,,,,,,,
84,react-rte,sstur/react-rte,react-rte,,editors,https://github.com/sstur/react-rte,https://github.com/sstur/react-rte,ISC,2016-02-25 02:36:56.000,2021-11-30 15:51:10.000,2021-11-30 15:51:07.000,422,179.0,149.0,2611,316.0,2021-12-01 15:05:41.000,0.16.4,39.0,Pure React rich text WYSIWYG editor based on draft-js.,2993.0,2519.0,46,29,https://www.npmjs.com/package/react-rte,2016-02-24 23:30:39.985,474.0,127519.0,127519.0,True,2,,,,,,,,,
85,primereact,primefaces/primereact,primereact,,ui-frameworks,https://github.com/primefaces/primereact,https://github.com/primefaces/primereact,MIT,2016-12-16 15:56:27.000,2021-12-23 08:05:09.000,2021-12-23 08:05:05.000,526,218.0,1970.0,2398,5174.0,2021-12-13 11:42:52.246,7.1.0,96.0,The Most Complete React UI Component Library.,328.0,,129,29,https://www.npmjs.com/package/primereact,2021-12-13 11:42:52.246,328.0,176401.0,176401.0,True,3,,,,,,,,,
86,Monaco React,suren-atoyan/monaco-react,@monaco-editor/react,,editors,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-11-24 09:16:14.000,2021-11-24 09:16:14.000,125,42.0,198.0,1435,382.0,2021-10-03 14:26:32.000,4.3.1,88.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,3702.0,3680.0,31,29,https://www.npmjs.com/package/@monaco-editor/react,2021-10-03 14:25:47.775,22.0,459526.0,459526.0,True,2,https://monaco-react.surenatoyan.com/,,,,,,,,
87,Ant Design Pro,ant-design/ant-design-pro,,['ant-design'],admin-dashboards,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-12-22 09:40:20.000,2021-12-22 09:31:06.000,7127,132.0,7875.0,30956,2359.0,2021-12-22 08:23:22.000,5.2.0,25.0,Use Ant Design like a Pro!.,2335.0,2335.0,294,28,,,,,,True,2,https://preview.pro.ant.design/,,,,,,,,
88,React Suite,rsuite/rsuite,rsuite,,ui-frameworks,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,MIT,2016-06-06 02:27:46.000,2021-12-23 11:07:49.000,2021-12-23 10:40:22.000,696,114.0,592.0,6358,,2021-12-23 11:15:09.000,5.4.1,247.0,A suite of React components .,5167.0,5035.0,66,28,https://www.npmjs.com/package/rsuite,2021-12-23 10:38:45.686,132.0,228507.0,228507.0,True,3,https://rsuitejs.com/components/overview/,,,,,,,,
89,carbon,carbon-design-system/carbon,carbon-components-react,,ui-frameworks,https://github.com/carbon-design-system/carbon,https://github.com/carbon-design-system/carbon,Apache-2.0,2017-03-13 14:23:59.000,2021-12-21 05:52:40.000,2021-12-17 20:49:53.000,1185,498.0,4796.0,5029,,2021-12-10 17:25:18.000,10.50.0,958.0,A design system built by IBM.,359.0,39.0,360,28,https://www.npmjs.com/package/carbon-components-react,2021-12-10 17:24:55.772,320.0,183592.0,183657.0,True,3,,1178.0,,,,,,,
90,react-data-grid,adazzle/react-data-grid,react-data-grid,,data-tables,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-12-21 15:47:52.000,2021-12-09 14:29:05.000,1892,69.0,1227.0,5020,,2019-04-03 17:25:26.810,6.1.0,1006.0,Feature-rich and customizable data grid React component.,5849.0,4967.0,125,28,https://www.npmjs.com/package/react-data-grid,2021-05-26 14:56:53.386,882.0,282519.0,282519.0,True,3,,,,,,,,,
91,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,,other-components,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-12-23 13:46:09.000,2021-12-21 14:07:51.000,454,176.0,886.0,4533,2378.0,2021-12-01 18:01:23.000,1.24.3-ue,293.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,305.0,121.0,63,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-11-30 08:17:55.929,184.0,20422.0,20422.0,True,2,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,,
92,polaris-react,Shopify/polaris-react,@shopify/polaris,,ui-frameworks,https://github.com/Shopify/polaris-react,https://github.com/Shopify/polaris-react,MIT,2017-04-20 18:26:34.000,2021-12-22 23:23:47.000,2021-12-22 13:49:00.000,865,377.0,1749.0,4417,,2021-12-16 16:37:58.000,7.5.0,413.0,Shopifys admin product component library.,3735.0,3477.0,299,28,https://www.npmjs.com/package/@shopify/polaris,2021-12-17 20:10:35.439,258.0,387930.0,388472.0,True,3,,18444.0,,,,,,,
93,Perspective,finos/perspective,@finos/perspective,,data-tables,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2021-12-23 08:41:43.000,2021-12-23 07:57:28.000,419,70.0,414.0,3997,4969.0,2021-12-14 07:01:17.000,1.0.7,58.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",233.0,219.0,65,28,https://www.npmjs.com/package/@finos/perspective,2021-12-14 05:26:12.216,6.0,9318.0,14167.0,True,3,https://perspective.finos.org/,,,,perspective-python,https://pypi.org/project/perspective-python,2021-12-14 07:01:17.000,8.0,4849.0
94,fullcalendar-react,fullcalendar/fullcalendar-react,@fullcalendar/react,,other-components,https://github.com/fullcalendar/fullcalendar-react,https://github.com/fullcalendar/fullcalendar-react,MIT,2018-12-03 21:32:44.000,2021-11-03 04:11:23.000,2021-11-03 03:48:13.000,62,23.0,126.0,1101,184.0,2021-11-03 04:09:30.051,5.10.1,26.0,An official React component for FullCalendar.,7613.0,7493.0,3,28,https://www.npmjs.com/package/@fullcalendar/react,2021-11-03 04:09:30.051,120.0,422661.0,422661.0,True,2,,,1.0,,,,,,
95,ant-design-charts,ant-design/ant-design-charts,@ant-design/charts,['ant-design'],data-viz,https://github.com/ant-design/ant-design-charts,https://github.com/ant-design/ant-design-charts,MIT,2020-03-09 09:08:31.000,2021-12-23 14:40:10.463,2021-12-23 09:55:16.000,257,136.0,561.0,938,732.0,2021-12-06 16:43:36.000,1.3.2,96.0,A React Chart Library.,2268.0,2268.0,34,28,https://www.npmjs.com/package/@ant-design/charts,2021-12-23 14:40:10.463,0.0,141493.0,141493.0,True,2,,,,,,,,,
96,React ApexCharts,apexcharts/react-apexcharts,react-apexcharts,,data-viz,https://github.com/apexcharts/react-apexcharts,https://github.com/apexcharts/react-apexcharts,MIT,2018-08-20 13:36:46.000,2021-11-18 20:14:17.000,2021-11-18 20:14:17.000,85,136.0,144.0,855,179.0,2021-04-12 12:08:42.212,1.3.9,24.0,React Component for ApexCharts.,21894.0,21606.0,20,28,https://www.npmjs.com/package/react-apexcharts,2021-04-12 12:08:42.212,288.0,526860.0,526860.0,True,2,https://apexcharts.com/react-chart-demos/,,,,,,,,
97,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,['material-ui'],other-components,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-10-21 14:50:06.000,2020-09-08 13:18:49.000,194,38.0,237.0,726,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,5562.0,4736.0,51,28,https://www.npmjs.com/package/material-ui-chip-input,2019-12-01 15:47:13.811,826.0,246313.0,246313.0,False,2,https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,,
98,material-ui-dropzone,Yuvaleros/material-ui-dropzone,material-ui-dropzone,['material-ui'],file-handling,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,MIT,2017-10-16 11:50:16.000,2021-12-16 21:55:16.000,2020-10-01 14:00:45.000,201,97.0,128.0,415,427.0,2020-09-20 20:21:49.283,3.5.0,32.0,A Material-UI file upload dropzone.,4168.0,4056.0,48,28,https://www.npmjs.com/package/material-ui-dropzone,2020-09-20 20:21:49.283,112.0,221692.0,221692.0,False,3,https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,,
99,Bit,teambit/bit,bit-bin,,dev-tools,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2021-12-23 15:13:49.000,2021-12-22 23:33:56.000,786,200.0,1214.0,14458,9044.0,2020-07-13 09:59:04.000,14.8.8,757.0,"Build, distribute, and collaborate on components.",19.0,9.0,62,27,https://www.npmjs.com/package/bit-bin,2021-07-05 14:30:42.755,10.0,12643.0,12753.0,True,3,,5976.0,,,,,,,
100,ReactPage,react-page/react-page,@react-page/editor,,editors,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-12-18 13:07:28.719,2021-12-08 15:26:33.000,581,10.0,645.0,8709,1206.0,2021-12-08 15:35:18.000,4.3.1,269.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",82.0,82.0,52,27,https://www.npmjs.com/package/@react-page/editor,2021-12-18 13:07:28.719,0.0,4807.0,4807.0,True,3,,,,,,,,,
101,react-vis,uber/react-vis,react-vis,,data-viz,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-09-03 11:19:49.000,2020-07-13 14:33:01.000,820,327.0,507.0,8093,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122,27,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,351468.0,351468.0,False,3,http://uber.github.io/react-vis/examples/showcases/,,,,,,,,
102,react-diagrams,projectstorm/react-diagrams,@projectstorm/react-diagrams,,data-viz,https://github.com/projectstorm/react-diagrams,https://github.com/projectstorm/react-diagrams,MIT,2016-06-03 09:10:01.000,2021-12-21 15:38:17.000,2021-11-12 17:17:34.000,953,252.0,469.0,6602,842.0,2021-08-10 00:10:06.057,6.6.1,29.0,"a super simple, no-nonsense diagramming library written in react that just works.",210.0,196.0,82,27,https://www.npmjs.com/package/@projectstorm/react-diagrams,2021-08-10 00:10:06.057,14.0,42170.0,42170.0,True,3,,,,,,,,,
